"Go_terms_and_categoria_BP.gene_id"	"Go_terms_and_categoria_BP.go_id"
"15679"	"AT2G47270"	"GO:0003700"
"15680"	"AT2G47280"	"GO:0030599"
"15681"	"AT2G47310"	"GO:0003723"
"15682"	"AT2G47320"	"GO:0003755"
"15683"	"AT2G47330"	"GO:0008026"
"15684"	"AT2G47340"	"GO:0046910"
"15685"	"AT2G47360"	"GO:0003674"
"15686"	"AT2G47370"	"GO:0003674"
"15687"	"AT2G47380"	"GO:0004129"
"15688"	"AT2G47380"	"GO:0004129"
"15689"	"AT2G47400"	"GO:0003674"
"15690"	"AT2G47410"	"GO:0000166"
"15691"	"AT2G47420"	"GO:0000179"
"15692"	"AT2G47420"	"GO:0000179"
"15693"	"AT2G47420"	"GO:0008649"
"15694"	"AT2G47430"	"GO:0000156"
"15695"	"AT2G47430"	"GO:0004673"
"15696"	"AT2G47430"	"GO:0004673"
"15697"	"AT2G47430"	"GO:0004673"
"15698"	"AT2G47430"	"GO:0004673"
"15699"	"AT2G47430"	"GO:0005515"
"15700"	"AT2G47430"	"GO:0005515"
"15701"	"AT2G47430"	"GO:0042803"
"15702"	"AT2G47450"	"GO:0005515"
"15703"	"AT2G47450"	"GO:0005515"
"15704"	"AT2G47450"	"GO:0005515"
"15705"	"AT2G47450"	"GO:0005515"
"15706"	"AT2G47450"	"GO:0042802"
"15707"	"AT2G47460"	"GO:0003677"
"15708"	"AT2G47460"	"GO:0003700"
"15709"	"AT2G47460"	"GO:0003700"
"15710"	"AT2G47470"	"GO:0003756"
"15711"	"AT2G47480"	"GO:0003674"
"15712"	"AT2G47490"	"GO:0051724"
"15713"	"AT2G47500"	"GO:0003777"
"15714"	"AT2G47510"	"GO:0004333"
"15715"	"AT2G47510"	"GO:0005515"
"15716"	"AT2G47520"	"GO:0003677"
"15717"	"AT2G47520"	"GO:0003700"
"15718"	"AT2G47520"	"GO:0003700"
"15719"	"AT2G47530"	"GO:0003674"
"15720"	"AT2G47540"	"GO:0003674"
"15721"	"AT2G47550"	"GO:0030599"
"15722"	"AT2G47560"	"GO:0008270"
"15723"	"AT2G47570"	"GO:0003735"
"15724"	"AT2G47580"	"GO:0003723"
"15725"	"AT2G47590"	"GO:0003913"
"15726"	"AT2G47600"	"GO:0005432"
"15727"	"AT2G47600"	"GO:0015491"
"15728"	"AT2G47610"	"GO:0003735"
"15729"	"AT2G47620"	"GO:0003677"
"15730"	"AT2G47630"	"GO:0003824"
"15731"	"AT2G47640"	"GO:0003674"
"15732"	"AT2G47650"	"GO:0003824"
"15733"	"AT2G47650"	"GO:0048040"
"15734"	"AT2G47660"	"GO:0003674"
"15735"	"AT2G47670"	"GO:0046910"
"15736"	"AT2G47670"	"GO:0046910"
"15737"	"AT2G47680"	"GO:0003676"
"15738"	"AT2G47680"	"GO:0004386"
"15739"	"AT2G47690"	"GO:0003674"
"15740"	"AT2G47700"	"GO:0004842"
"15741"	"AT2G47700"	"GO:0008270"
"15742"	"AT2G47720"	"GO:0080025"
"15743"	"AT2G47730"	"GO:0004364"
"15744"	"AT2G47730"	"GO:0004364"
"15745"	"AT2G47730"	"GO:0004364"
"15746"	"AT2G47730"	"GO:0004364"
"15747"	"AT2G47730"	"GO:0043295"
"15748"	"AT2G47760"	"GO:0000033"
"15749"	"AT2G47760"	"GO:0003824"
"15750"	"AT2G47770"	"GO:0020037"
"15751"	"AT2G47780"	"GO:0003674"
"15752"	"AT2G47790"	"GO:0000166"
"15753"	"AT2G47800"	"GO:0008517"
"15754"	"AT2G47800"	"GO:0042626"
"15755"	"AT2G47800"	"GO:0042626"
"15756"	"AT2G47810"	"GO:0003700"
"15757"	"AT2G47830"	"GO:0008324"
"15758"	"AT2G47830"	"GO:0015562"
"15759"	"AT2G47850"	"GO:0003676"
"15760"	"AT2G47860"	"GO:0004871"
"15761"	"AT2G47880"	"GO:0008794"
"15762"	"AT2G47890"	"GO:0003700"
"15763"	"AT2G47890"	"GO:0008270"
"15764"	"AT2G47900"	"GO:0003700"
"15765"	"AT2G47900"	"GO:0003700"
"15766"	"AT2G47900"	"GO:0008081"
"15767"	"AT2G47910"	"GO:0003674"
"15768"	"AT2G47930"	"GO:0003674"
"15769"	"AT2G47940"	"GO:0004252"
"15770"	"AT2G47940"	"GO:0008236"
"15771"	"AT2G47950"	"GO:0003674"
"15772"	"AT2G47960"	"GO:0003674"
"15773"	"AT2G47990"	"GO:0000166"
"15774"	"AT2G48000"	"GO:0003674"
"15775"	"AT2G48010"	"GO:0004702"
"15776"	"AT2G48010"	"GO:0004702"
"15777"	"AT2G48010"	"GO:0016301"
"15778"	"AT2G48010"	"GO:0016301"
"15779"	"AT2G48020"	"GO:0005351"
"15780"	"AT2G48020"	"GO:0015144"
"15781"	"AT2G48020"	"GO:0015144"
"15782"	"AT2G48030"	"GO:0016787"
"15783"	"AT2G48070"	"GO:0003674"
"15784"	"AT2G48075"	"GO:0003674"
"15785"	"AT2G48090"	"GO:0003674"
"15786"	"AT2G48100"	"GO:0004527"
"15787"	"AT2G48120"	"GO:0003674"
"15788"	"AT2G48120"	"GO:0003674"
"15789"	"AT2G48130"	"GO:0008289"
"15790"	"AT2G48140"	"GO:0008289"
"15791"	"AT2G48150"	"GO:0004602"
"15792"	"AT3G01010"	"GO:0016616"
"15793"	"AT3G01020"	"GO:0005198"
"15794"	"AT3G01030"	"GO:0003676"
"15795"	"AT3G01030"	"GO:0003700"
"15796"	"AT3G01030"	"GO:0008270"
"15797"	"AT3G01040"	"GO:0016757"
"15798"	"AT3G01040"	"GO:0016757"
"15799"	"AT3G01040"	"GO:0016758"
"15800"	"AT3G01040"	"GO:0047262"
"15801"	"AT3G01050"	"GO:0003674"
"15802"	"AT3G01060"	"GO:0003674"
"15803"	"AT3G01070"	"GO:0005507"
"15804"	"AT3G01080"	"GO:0003700"
"15805"	"AT3G01080"	"GO:0003700"
"15806"	"AT3G01080"	"GO:0003700"
"15807"	"AT3G01080"	"GO:0003700"
"15808"	"AT3G01080"	"GO:0003700"
"15809"	"AT3G01085"	"GO:0016301"
"15810"	"AT3G01090"	"GO:0004672"
"15811"	"AT3G01090"	"GO:0004672"
"15812"	"AT3G01090"	"GO:0004672"
"15813"	"AT3G01090"	"GO:0004672"
"15814"	"AT3G01090"	"GO:0004672"
"15815"	"AT3G01090"	"GO:0004672"
"15816"	"AT3G01090"	"GO:0004674"
"15817"	"AT3G01090"	"GO:0004674"
"15818"	"AT3G01090"	"GO:0005515"
"15819"	"AT3G01090"	"GO:0005515"
"15820"	"AT3G01090"	"GO:0005515"
"15821"	"AT3G01090"	"GO:0005515"
"15822"	"AT3G01090"	"GO:0005515"
"15823"	"AT3G01090"	"GO:0005515"
"15824"	"AT3G01090"	"GO:0005515"
"15825"	"AT3G01090"	"GO:0005515"
"15826"	"AT3G01090"	"GO:0005515"
"15827"	"AT3G01090"	"GO:0005515"
"15828"	"AT3G01090"	"GO:0005515"
"15829"	"AT3G01120"	"GO:0003962"
"15830"	"AT3G01120"	"GO:0003962"
"15831"	"AT3G01130"	"GO:0003674"
"15832"	"AT3G01140"	"GO:0003677"
"15833"	"AT3G01140"	"GO:0003700"
"15834"	"AT3G01140"	"GO:0003700"
"15835"	"AT3G01150"	"GO:0003723"
"15836"	"AT3G01160"	"GO:0003674"
"15837"	"AT3G01180"	"GO:0009011"
"15838"	"AT3G01180"	"GO:0016757"
"15839"	"AT3G01180"	"GO:0016757"
"15840"	"AT3G01185"	"GO:0003674"
"15841"	"AT3G01190"	"GO:0004601"
"15842"	"AT3G01200"	"GO:0004672"
"15843"	"AT3G01200"	"GO:0004672"
"15844"	"AT3G01210"	"GO:0003676"
"15845"	"AT3G01220"	"GO:0003677"
"15846"	"AT3G01220"	"GO:0003700"
"15847"	"AT3G01230"	"GO:0003674"
"15848"	"AT3G01240"	"GO:0003674"
"15849"	"AT3G01250"	"GO:0003674"
"15850"	"AT3G01260"	"GO:0004034"
"15851"	"AT3G01270"	"GO:0016829"
"15852"	"AT3G01270"	"GO:0030570"
"15853"	"AT3G01280"	"GO:0005515"
"15854"	"AT3G01280"	"GO:0008308"
"15855"	"AT3G01280"	"GO:0008308"
"15856"	"AT3G01300"	"GO:0016301"
"15857"	"AT3G01311"	"GO:0003674"
"15858"	"AT3G01311"	"GO:0003674"
"15859"	"AT3G01320"	"GO:0005515"
"15860"	"AT3G01320"	"GO:0005515"
"15861"	"AT3G01320"	"GO:0005515"
"15862"	"AT3G01320"	"GO:0005515"
"15863"	"AT3G01320"	"GO:0005515"
"15864"	"AT3G01320"	"GO:0005515"
"15865"	"AT3G01320"	"GO:0005515"
"15866"	"AT3G01320"	"GO:0005515"
"15867"	"AT3G01320"	"GO:0005515"
"15868"	"AT3G01320"	"GO:0005515"
"15869"	"AT3G01320"	"GO:0005515"
"15870"	"AT3G01323"	"GO:0003674"
"15871"	"AT3G01325"	"GO:0003674"
"15872"	"AT3G01325"	"GO:0003674"
"15873"	"AT3G01330"	"GO:0003677"
"15874"	"AT3G01330"	"GO:0003700"
"15875"	"AT3G01330"	"GO:0005515"
"15876"	"AT3G01340"	"GO:0000166"
"15877"	"AT3G01350"	"GO:0005215"
"15878"	"AT3G01350"	"GO:0005215"
"15879"	"AT3G01360"	"GO:0003674"
"15880"	"AT3G01380"	"GO:0016740"
"15881"	"AT3G01390"	"GO:0046933"
"15882"	"AT3G01390"	"GO:0046933"
"15883"	"AT3G01410"	"GO:0004518"
"15884"	"AT3G01420"	"GO:0016702"
"15885"	"AT3G01430"	"GO:0003674"
"15886"	"AT3G01435"	"GO:0005515"
"15887"	"AT3G01440"	"GO:0045156"
"15888"	"AT3G01460"	"GO:0003677"
"15889"	"AT3G01460"	"GO:0004402"
"15890"	"AT3G01460"	"GO:0008327"
"15891"	"AT3G01460"	"GO:0008327"
"15892"	"AT3G01460"	"GO:0042393"
"15893"	"AT3G01470"	"GO:0003677"
"15894"	"AT3G01470"	"GO:0003700"
"15895"	"AT3G01470"	"GO:0042803"
"15896"	"AT3G01470"	"GO:0043565"
"15897"	"AT3G01470"	"GO:0043565"
"15898"	"AT3G01480"	"GO:0003755"
"15899"	"AT3G01490"	"GO:0004712"
"15900"	"AT3G01490"	"GO:0004712"
"15901"	"AT3G01490"	"GO:0016301"
"15902"	"AT3G01500"	"GO:0004089"
"15903"	"AT3G01500"	"GO:0008270"
"15904"	"AT3G01510"	"GO:0008138"
"15905"	"AT3G01513"	"GO:0003674"
"15906"	"AT3G01516"	"GO:0003674"
"15907"	"AT3G01520"	"GO:0003674"
"15908"	"AT3G01530"	"GO:0003677"
"15909"	"AT3G01530"	"GO:0003700"
"15910"	"AT3G01530"	"GO:0003700"
"15911"	"AT3G01540"	"GO:0004004"
"15912"	"AT3G01540"	"GO:0016887"
"15913"	"AT3G01550"	"GO:0015120"
"15914"	"AT3G01550"	"GO:0015121"
"15915"	"AT3G01550"	"GO:0015297"
"15916"	"AT3G01560"	"GO:0003674"
"15917"	"AT3G01570"	"GO:0003674"
"15918"	"AT3G01580"	"GO:0003674"
"15919"	"AT3G01590"	"GO:0004034"
"15920"	"AT3G01600"	"GO:0003700"
"15921"	"AT3G01610"	"GO:0016887"
"15922"	"AT3G01620"	"GO:0008375"
"15923"	"AT3G01620"	"GO:0016757"
"15924"	"AT3G01640"	"GO:0005524"
"15925"	"AT3G01640"	"GO:0005524"
"15926"	"AT3G01640"	"GO:0008266"
"15927"	"AT3G01640"	"GO:0047940"
"15928"	"AT3G01640"	"GO:0047940"
"15929"	"AT3G01650"	"GO:0004842"
"15930"	"AT3G01670"	"GO:0043621"
"15931"	"AT3G01680"	"GO:0043621"
"15932"	"AT3G01710"	"GO:0003674"
"15933"	"AT3G01720"	"GO:0016757"
"15934"	"AT3G01730"	"GO:0003674"
"15935"	"AT3G01740"	"GO:0003674"
"15936"	"AT3G01760"	"GO:0005275"
"15937"	"AT3G01760"	"GO:0015171"
"15938"	"AT3G01770"	"GO:0003677"
"15939"	"AT3G01770"	"GO:0005515"
"15940"	"AT3G01770"	"GO:0005515"
"15941"	"AT3G01770"	"GO:0005515"
"15942"	"AT3G01790"	"GO:0003735"
"15943"	"AT3G01810"	"GO:0003674"
"15944"	"AT3G01820"	"GO:0019201"
"15945"	"AT3G01830"	"GO:0005509"
"15946"	"AT3G01840"	"GO:0016301"
"15947"	"AT3G01850"	"GO:0004750"
"15948"	"AT3G01860"	"GO:0003674"
"15949"	"AT3G01870"	"GO:0003674"
"15950"	"AT3G01880"	"GO:0003674"
"15951"	"AT3G01890"	"GO:0003674"
"15952"	"AT3G01900"	"GO:0019825"
"15953"	"AT3G01910"	"GO:0008482"
"15954"	"AT3G01910"	"GO:0008482"
"15955"	"AT3G01940"	"GO:0003674"
"15956"	"AT3G01950"	"GO:0003674"
"15957"	"AT3G01960"	"GO:0003674"
"15958"	"AT3G01970"	"GO:0003700"
"15959"	"AT3G01970"	"GO:0003700"
"15960"	"AT3G01970"	"GO:0003700"
"15961"	"AT3G01970"	"GO:0003700"
"15962"	"AT3G01980"	"GO:0016491"
"15963"	"AT3G01990"	"GO:0016597"
"15964"	"AT3G02000"	"GO:0003756"
"15965"	"AT3G02000"	"GO:0005515"
"15966"	"AT3G02000"	"GO:0005515"
"15967"	"AT3G02000"	"GO:0005515"
"15968"	"AT3G02000"	"GO:0005515"
"15969"	"AT3G02000"	"GO:0015036"
"15970"	"AT3G02020"	"GO:0004072"
"15971"	"AT3G02020"	"GO:0004072"
"15972"	"AT3G02030"	"GO:0016746"
"15973"	"AT3G02040"	"GO:0008889"
"15974"	"AT3G02040"	"GO:0008889"
"15975"	"AT3G02050"	"GO:0015079"
"15976"	"AT3G02050"	"GO:0015079"
"15977"	"AT3G02060"	"GO:0008026"
"15978"	"AT3G02065"	"GO:0005524"
"15979"	"AT3G02065"	"GO:0005524"
"15980"	"AT3G02065"	"GO:0008026"
"15981"	"AT3G02070"	"GO:0008234"
"15982"	"AT3G02080"	"GO:0003735"
"15983"	"AT3G02090"	"GO:0004222"
"15984"	"AT3G02090"	"GO:0008270"
"15985"	"AT3G02100"	"GO:0008194"
"15986"	"AT3G02100"	"GO:0016757"
"15987"	"AT3G02110"	"GO:0004185"
"15988"	"AT3G02120"	"GO:0003674"
"15989"	"AT3G02125"	"GO:0003674"
"15990"	"AT3G02130"	"GO:0004674"
"15991"	"AT3G02130"	"GO:0004674"
"15992"	"AT3G02130"	"GO:0005524"
"15993"	"AT3G02130"	"GO:0005524"
"15994"	"AT3G02130"	"GO:0016301"
"15995"	"AT3G02140"	"GO:0003674"
"15996"	"AT3G02150"	"GO:0003700"
"15997"	"AT3G02150"	"GO:0003700"
"15998"	"AT3G02150"	"GO:0005515"
"15999"	"AT3G02150"	"GO:0005515"
"16000"	"AT3G02170"	"GO:0005515"
"16001"	"AT3G02170"	"GO:0005515"
"16002"	"AT3G02170"	"GO:0008017"
"16003"	"AT3G02170"	"GO:0008017"
"16004"	"AT3G02180"	"GO:0003674"
"16005"	"AT3G02190"	"GO:0003735"
"16006"	"AT3G02230"	"GO:0005515"
"16007"	"AT3G02230"	"GO:0005515"
"16008"	"AT3G02230"	"GO:0005515"
"16009"	"AT3G02230"	"GO:0005515"
"16010"	"AT3G02230"	"GO:0005515"
"16011"	"AT3G02230"	"GO:0016760"
"16012"	"AT3G02230"	"GO:0016866"
"16013"	"AT3G02230"	"GO:0052691"
"16014"	"AT3G02240"	"GO:0003674"
"16015"	"AT3G02240"	"GO:0008083"
"16016"	"AT3G02242"	"GO:0003674"
"16017"	"AT3G02250"	"GO:0016757"
"16018"	"AT3G02270"	"GO:0003743"
"16019"	"AT3G02280"	"GO:0005515"
"16020"	"AT3G02280"	"GO:0016491"
"16021"	"AT3G02280"	"GO:0016651"
"16022"	"AT3G02290"	"GO:0008270"
"16023"	"AT3G02300"	"GO:0008536"
"16024"	"AT3G02310"	"GO:0003677"
"16025"	"AT3G02310"	"GO:0003700"
"16026"	"AT3G02310"	"GO:0003700"
"16027"	"AT3G02310"	"GO:0003700"
"16028"	"AT3G02310"	"GO:0003700"
"16029"	"AT3G02310"	"GO:0005515"
"16030"	"AT3G02320"	"GO:0003723"
"16031"	"AT3G02320"	"GO:0004809"
"16032"	"AT3G02340"	"GO:0008270"
"16033"	"AT3G02350"	"GO:0016757"
"16034"	"AT3G02350"	"GO:0016757"
"16035"	"AT3G02350"	"GO:0016758"
"16036"	"AT3G02350"	"GO:0047262"
"16037"	"AT3G02360"	"GO:0004616"
"16038"	"AT3G02370"	"GO:0003674"
"16039"	"AT3G02380"	"GO:0003700"
"16040"	"AT3G02380"	"GO:0003700"
"16041"	"AT3G02380"	"GO:0008270"
"16042"	"AT3G02390"	"GO:0003674"
"16043"	"AT3G02400"	"GO:0003677"
"16044"	"AT3G02420"	"GO:0003674"
"16045"	"AT3G02430"	"GO:0003674"
"16046"	"AT3G02440"	"GO:0003674"
"16047"	"AT3G02450"	"GO:0016887"
"16048"	"AT3G02470"	"GO:0004014"
"16049"	"AT3G02470"	"GO:0004014"
"16050"	"AT3G02470"	"GO:0005515"
"16051"	"AT3G02480"	"GO:0003674"
"16052"	"AT3G02490"	"GO:0003674"
"16053"	"AT3G02500"	"GO:0003674"
"16054"	"AT3G02510"	"GO:0003682"
"16055"	"AT3G02510"	"GO:0008536"
"16056"	"AT3G02520"	"GO:0045309"
"16057"	"AT3G02540"	"GO:0043130"
"16058"	"AT3G02540"	"GO:0070628"
"16059"	"AT3G02540"	"GO:0070628"
"16060"	"AT3G02555"	"GO:0003674"
"16061"	"AT3G02560"	"GO:0003735"
"16062"	"AT3G02570"	"GO:0004476"
"16063"	"AT3G02570"	"GO:0004476"
"16064"	"AT3G02580"	"GO:0000248"
"16065"	"AT3G02580"	"GO:0000248"
"16066"	"AT3G02580"	"GO:0000248"
"16067"	"AT3G02590"	"GO:0000248"
"16068"	"AT3G02600"	"GO:0008195"
"16069"	"AT3G02600"	"GO:0008195"
"16070"	"AT3G02610"	"GO:0045300"
"16071"	"AT3G02620"	"GO:0045300"
"16072"	"AT3G02630"	"GO:0045300"
"16073"	"AT3G02640"	"GO:0003674"
"16074"	"AT3G02650"	"GO:0003674"
"16075"	"AT3G02660"	"GO:0004812"
"16076"	"AT3G02660"	"GO:0005524"
"16077"	"AT3G02660"	"GO:0005524"
"16078"	"AT3G02670"	"GO:0003674"
"16079"	"AT3G02700"	"GO:0003674"
"16080"	"AT3G02720"	"GO:0019172"
"16081"	"AT3G02730"	"GO:0004857"
"16082"	"AT3G02730"	"GO:0008047"
"16083"	"AT3G02730"	"GO:0008047"
"16084"	"AT3G02750"	"GO:0004722"
"16085"	"AT3G02760"	"GO:0004821"
"16086"	"AT3G02780"	"GO:0004452"
"16087"	"AT3G02790"	"GO:0003700"
"16088"	"AT3G02800"	"GO:0004721"
"16089"	"AT3G02800"	"GO:0016791"
"16090"	"AT3G02810"	"GO:0016301"
"16091"	"AT3G02820"	"GO:0003676"
"16092"	"AT3G02830"	"GO:0003676"
"16093"	"AT3G02830"	"GO:0003677"
"16094"	"AT3G02830"	"GO:0004518"
"16095"	"AT3G02830"	"GO:0010313"
"16096"	"AT3G02830"	"GO:0010313"
"16097"	"AT3G02830"	"GO:0048027"
"16098"	"AT3G02850"	"GO:0015271"
"16099"	"AT3G02850"	"GO:0015271"
"16100"	"AT3G02850"	"GO:0030551"
"16101"	"AT3G02870"	"GO:0008441"
"16102"	"AT3G02870"	"GO:0008934"
"16103"	"AT3G02870"	"GO:0010347"
"16104"	"AT3G02870"	"GO:0010347"
"16105"	"AT3G02870"	"GO:0010347"
"16106"	"AT3G02875"	"GO:0008237"
"16107"	"AT3G02875"	"GO:0010210"
"16108"	"AT3G02875"	"GO:0010211"
"16109"	"AT3G02880"	"GO:0004674"
"16110"	"AT3G02880"	"GO:0004674"
"16111"	"AT3G02880"	"GO:0005524"
"16112"	"AT3G02880"	"GO:0005524"
"16113"	"AT3G02880"	"GO:0016301"
"16114"	"AT3G02900"	"GO:0003674"
"16115"	"AT3G02940"	"GO:0003677"
"16116"	"AT3G02940"	"GO:0003700"
"16117"	"AT3G02940"	"GO:0003700"
"16118"	"AT3G02960"	"GO:0005507"
"16119"	"AT3G02970"	"GO:0003674"
"16120"	"AT3G02980"	"GO:0008080"
"16121"	"AT3G02990"	"GO:0003677"
"16122"	"AT3G02990"	"GO:0003700"
"16123"	"AT3G02990"	"GO:0003700"
"16124"	"AT3G03000"	"GO:0005509"
"16125"	"AT3G03000"	"GO:0005515"
"16126"	"AT3G03020"	"GO:0003674"
"16127"	"AT3G03030"	"GO:0003674"
"16128"	"AT3G03040"	"GO:0003674"
"16129"	"AT3G03050"	"GO:0016757"
"16130"	"AT3G03050"	"GO:0016759"
"16131"	"AT3G03050"	"GO:0016759"
"16132"	"AT3G03050"	"GO:0051753"
"16133"	"AT3G03060"	"GO:0008270"
"16134"	"AT3G03060"	"GO:0016887"
"16135"	"AT3G03090"	"GO:0005351"
"16136"	"AT3G03090"	"GO:0005353"
"16137"	"AT3G03090"	"GO:0005355"
"16138"	"AT3G03090"	"GO:0015144"
"16139"	"AT3G03090"	"GO:0015144"
"16140"	"AT3G03100"	"GO:0016491"
"16141"	"AT3G03100"	"GO:0050897"
"16142"	"AT3G03110"	"GO:0008565"
"16143"	"AT3G03120"	"GO:0005525"
"16144"	"AT3G03120"	"GO:0005525"
"16145"	"AT3G03130"	"GO:0003674"
"16146"	"AT3G03140"	"GO:0003674"
"16147"	"AT3G03150"	"GO:0003674"
"16148"	"AT3G03160"	"GO:0003674"
"16149"	"AT3G03180"	"GO:0003674"
"16150"	"AT3G03190"	"GO:0004364"
"16151"	"AT3G03200"	"GO:0003700"
"16152"	"AT3G03230"	"GO:0003824"
"16153"	"AT3G03240"	"GO:0003824"
"16154"	"AT3G03250"	"GO:0003983"
"16155"	"AT3G03260"	"GO:0003677"
"16156"	"AT3G03260"	"GO:0003700"
"16157"	"AT3G03280"	"GO:0003674"
"16158"	"AT3G03300"	"GO:0004525"
"16159"	"AT3G03300"	"GO:0005515"
"16160"	"AT3G03300"	"GO:0008026"
"16161"	"AT3G03305"	"GO:0004722"
"16162"	"AT3G03310"	"GO:0004607"
"16163"	"AT3G03320"	"GO:0003674"
"16164"	"AT3G03330"	"GO:0016491"
"16165"	"AT3G03350"	"GO:0016491"
"16166"	"AT3G03370"	"GO:0003674"
"16167"	"AT3G03380"	"GO:0008233"
"16168"	"AT3G03380"	"GO:0008236"
"16169"	"AT3G03400"	"GO:0005509"
"16170"	"AT3G03405"	"GO:0003674"
"16171"	"AT3G03410"	"GO:0005509"
"16172"	"AT3G03430"	"GO:0005509"
"16173"	"AT3G03450"	"GO:0003700"
"16174"	"AT3G03450"	"GO:0003700"
"16175"	"AT3G03450"	"GO:0003700"
"16176"	"AT3G03450"	"GO:0005515"
"16177"	"AT3G03450"	"GO:0005515"
"16178"	"AT3G03450"	"GO:0005515"
"16179"	"AT3G03450"	"GO:0005515"
"16180"	"AT3G03450"	"GO:0005515"
"16181"	"AT3G03450"	"GO:0005515"
"16182"	"AT3G03460"	"GO:0003674"
"16183"	"AT3G03470"	"GO:0019825"
"16184"	"AT3G03480"	"GO:0010327"
"16185"	"AT3G03480"	"GO:0010327"
"16186"	"AT3G03480"	"GO:0010327"
"16187"	"AT3G03490"	"GO:0005515"
"16188"	"AT3G03490"	"GO:0005515"
"16189"	"AT3G03490"	"GO:0042802"
"16190"	"AT3G03500"	"GO:0004536"
"16191"	"AT3G03510"	"GO:0004871"
"16192"	"AT3G03520"	"GO:0016788"
"16193"	"AT3G03520"	"GO:0052642"
"16194"	"AT3G03530"	"GO:0004629"
"16195"	"AT3G03530"	"GO:0016788"
"16196"	"AT3G03540"	"GO:0004629"
"16197"	"AT3G03540"	"GO:0016788"
"16198"	"AT3G03550"	"GO:0008270"
"16199"	"AT3G03590"	"GO:0003674"
"16200"	"AT3G03600"	"GO:0003735"
"16201"	"AT3G03600"	"GO:0003735"
"16202"	"AT3G03610"	"GO:0003674"
"16203"	"AT3G03620"	"GO:0005215"
"16204"	"AT3G03620"	"GO:0015297"
"16205"	"AT3G03630"	"GO:0004124"
"16206"	"AT3G03630"	"GO:0004124"
"16207"	"AT3G03640"	"GO:0004553"
"16208"	"AT3G03650"	"GO:0003824"
"16209"	"AT3G03660"	"GO:0003677"
"16210"	"AT3G03660"	"GO:0003700"
"16211"	"AT3G03670"	"GO:0004601"
"16212"	"AT3G03690"	"GO:0008375"
"16213"	"AT3G03690"	"GO:0016757"
"16214"	"AT3G03710"	"GO:0000175"
"16215"	"AT3G03710"	"GO:0000175"
"16216"	"AT3G03710"	"GO:0003676"
"16217"	"AT3G03710"	"GO:0003723"
"16218"	"AT3G03710"	"GO:0004654"
"16219"	"AT3G03726"	"GO:0003674"
"16220"	"AT3G03730"	"GO:0003674"
"16221"	"AT3G03740"	"GO:0005515"
"16222"	"AT3G03770"	"GO:0004672"
"16223"	"AT3G03770"	"GO:0004672"
"16224"	"AT3G03770"	"GO:0004674"
"16225"	"AT3G03770"	"GO:0004674"
"16226"	"AT3G03770"	"GO:0005524"
"16227"	"AT3G03770"	"GO:0005524"
"16228"	"AT3G03773"	"GO:0003674"
"16229"	"AT3G03776"	"GO:0003674"
"16230"	"AT3G03780"	"GO:0003871"
"16231"	"AT3G03780"	"GO:0008705"
"16232"	"AT3G03800"	"GO:0005484"
"16233"	"AT3G03810"	"GO:0016757"
"16234"	"AT3G03820"	"GO:0003674"
"16235"	"AT3G03826"	"GO:0003674"
"16236"	"AT3G03828"	"GO:0003674"
"16237"	"AT3G03830"	"GO:0003674"
"16238"	"AT3G03840"	"GO:0003674"
"16239"	"AT3G03847"	"GO:0003674"
"16240"	"AT3G03850"	"GO:0003674"
"16241"	"AT3G03870"	"GO:0003674"
"16242"	"AT3G03880"	"GO:0003674"
"16243"	"AT3G03900"	"GO:0005524"
"16244"	"AT3G03900"	"GO:0005524"
"16245"	"AT3G03900"	"GO:0016301"
"16246"	"AT3G03900"	"GO:0016772"
"16247"	"AT3G03910"	"GO:0016491"
"16248"	"AT3G03920"	"GO:0003723"
"16249"	"AT3G03940"	"GO:0016301"
"16250"	"AT3G03950"	"GO:0005515"
"16251"	"AT3G03950"	"GO:0005515"
"16252"	"AT3G03980"	"GO:0016491"
"16253"	"AT3G03990"	"GO:0003824"
"16254"	"AT3G04000"	"GO:0005515"
"16255"	"AT3G04000"	"GO:0008106"
"16256"	"AT3G04000"	"GO:0016491"
"16257"	"AT3G04010"	"GO:0004553"
"16258"	"AT3G04030"	"GO:0003700"
"16259"	"AT3G04040"	"GO:0003674"
"16260"	"AT3G04050"	"GO:0004743"
"16261"	"AT3G04050"	"GO:0004743"
"16262"	"AT3G04060"	"GO:0003700"
"16263"	"AT3G04070"	"GO:0003700"
"16264"	"AT3G04080"	"GO:0004382"
"16265"	"AT3G04080"	"GO:0005516"
"16266"	"AT3G04080"	"GO:0005516"
"16267"	"AT3G04080"	"GO:0016887"
"16268"	"AT3G04080"	"GO:0017110"
"16269"	"AT3G04080"	"GO:0017110"
"16270"	"AT3G04080"	"GO:0045134"
"16271"	"AT3G04090"	"GO:0015250"
"16272"	"AT3G04090"	"GO:0015250"
"16273"	"AT3G04100"	"GO:0003677"
"16274"	"AT3G04100"	"GO:0003700"
"16275"	"AT3G04100"	"GO:0003700"
"16276"	"AT3G04100"	"GO:0003700"
"16277"	"AT3G04110"	"GO:0005217"
"16278"	"AT3G04110"	"GO:0005261"
"16279"	"AT3G04110"	"GO:0005262"
"16280"	"AT3G04110"	"GO:0005267"
"16281"	"AT3G04110"	"GO:0005272"
"16282"	"AT3G04120"	"GO:0004365"
"16283"	"AT3G04120"	"GO:0005507"
"16284"	"AT3G04120"	"GO:0008886"
