"Go_terms_and_categoria_BP.gene_id"	"Go_terms_and_categoria_BP.go_id"
"8165"	"AT1G70330"	"GO:0010174"
"8166"	"AT1G70340"	"GO:0003674"
"8167"	"AT1G70350"	"GO:0003674"
"8168"	"AT1G70360"	"GO:0003674"
"8169"	"AT1G70370"	"GO:0004650"
"8170"	"AT1G70380"	"GO:0003674"
"8171"	"AT1G70390"	"GO:0003674"
"8172"	"AT1G70400"	"GO:0003674"
"8173"	"AT1G70410"	"GO:0004089"
"8174"	"AT1G70410"	"GO:0008270"
"8175"	"AT1G70420"	"GO:0003674"
"8176"	"AT1G70430"	"GO:0016301"
"8177"	"AT1G70450"	"GO:0016301"
"8178"	"AT1G70460"	"GO:0005524"
"8179"	"AT1G70460"	"GO:0005524"
"8180"	"AT1G70470"	"GO:0003674"
"8181"	"AT1G70480"	"GO:0003674"
"8182"	"AT1G70490"	"GO:0005525"
"8183"	"AT1G70490"	"GO:0005525"
"8184"	"AT1G70490"	"GO:0005525"
"8185"	"AT1G70490"	"GO:0005525"
"8186"	"AT1G70490"	"GO:0016004"
"8187"	"AT1G70500"	"GO:0004650"
"8188"	"AT1G70505"	"GO:0003674"
"8189"	"AT1G70510"	"GO:0003700"
"8190"	"AT1G70510"	"GO:0003700"
"8191"	"AT1G70510"	"GO:0005515"
"8192"	"AT1G70510"	"GO:0005515"
"8193"	"AT1G70520"	"GO:0004674"
"8194"	"AT1G70520"	"GO:0004674"
"8195"	"AT1G70520"	"GO:0016301"
"8196"	"AT1G70530"	"GO:0016301"
"8197"	"AT1G70540"	"GO:0046910"
"8198"	"AT1G70560"	"GO:0004021"
"8199"	"AT1G70560"	"GO:0004838"
"8200"	"AT1G70560"	"GO:0016846"
"8201"	"AT1G70560"	"GO:0030170"
"8202"	"AT1G70560"	"GO:0047312"
"8203"	"AT1G70560"	"GO:0050048"
"8204"	"AT1G70560"	"GO:0050362"
"8205"	"AT1G70560"	"GO:0080097"
"8206"	"AT1G70560"	"GO:0080098"
"8207"	"AT1G70560"	"GO:0080099"
"8208"	"AT1G70560"	"GO:0080100"
"8209"	"AT1G70560"	"GO:0080130"
"8210"	"AT1G70570"	"GO:0004048"
"8211"	"AT1G70580"	"GO:0004021"
"8212"	"AT1G70580"	"GO:0004021"
"8213"	"AT1G70580"	"GO:0008453"
"8214"	"AT1G70580"	"GO:0047958"
"8215"	"AT1G70580"	"GO:0047958"
"8216"	"AT1G70600"	"GO:0003735"
"8217"	"AT1G70610"	"GO:0005215"
"8218"	"AT1G70610"	"GO:0005215"
"8219"	"AT1G70610"	"GO:0042626"
"8220"	"AT1G70610"	"GO:0042626"
"8221"	"AT1G70620"	"GO:0003674"
"8222"	"AT1G70630"	"GO:0016757"
"8223"	"AT1G70640"	"GO:0003674"
"8224"	"AT1G70660"	"GO:0004842"
"8225"	"AT1G70660"	"GO:0004842"
"8226"	"AT1G70660"	"GO:0005515"
"8227"	"AT1G70660"	"GO:0005515"
"8228"	"AT1G70670"	"GO:0005509"
"8229"	"AT1G70680"	"GO:0005509"
"8230"	"AT1G70700"	"GO:0005515"
"8231"	"AT1G70700"	"GO:0005515"
"8232"	"AT1G70700"	"GO:0005515"
"8233"	"AT1G70700"	"GO:0005515"
"8234"	"AT1G70700"	"GO:0005515"
"8235"	"AT1G70710"	"GO:0004553"
"8236"	"AT1G70710"	"GO:0008810"
"8237"	"AT1G70720"	"GO:0046910"
"8238"	"AT1G70730"	"GO:0004614"
"8239"	"AT1G70730"	"GO:0004614"
"8240"	"AT1G70740"	"GO:0016301"
"8241"	"AT1G70770"	"GO:0003674"
"8242"	"AT1G70780"	"GO:0003674"
"8243"	"AT1G70790"	"GO:0003674"
"8244"	"AT1G70800"	"GO:0003674"
"8245"	"AT1G70810"	"GO:0003674"
"8246"	"AT1G70820"	"GO:0004610"
"8247"	"AT1G70820"	"GO:0016868"
"8248"	"AT1G70830"	"GO:0003674"
"8249"	"AT1G70840"	"GO:0003674"
"8250"	"AT1G70850"	"GO:0003674"
"8251"	"AT1G70860"	"GO:0003674"
"8252"	"AT1G70870"	"GO:0003674"
"8253"	"AT1G70880"	"GO:0003674"
"8254"	"AT1G70890"	"GO:0003674"
"8255"	"AT1G70895"	"GO:0005102"
"8256"	"AT1G70900"	"GO:0003674"
"8257"	"AT1G70910"	"GO:0008270"
"8258"	"AT1G70920"	"GO:0003677"
"8259"	"AT1G70920"	"GO:0003700"
"8260"	"AT1G70940"	"GO:0005215"
"8261"	"AT1G70940"	"GO:0009672"
"8262"	"AT1G70950"	"GO:0003674"
"8263"	"AT1G70960"	"GO:0003674"
"8264"	"AT1G70970"	"GO:0003674"
"8265"	"AT1G70985"	"GO:0003674"
"8266"	"AT1G70990"	"GO:0003674"
"8267"	"AT1G71010"	"GO:0000285"
"8268"	"AT1G71010"	"GO:0000285"
"8269"	"AT1G71010"	"GO:0016308"
"8270"	"AT1G71010"	"GO:0016308"
"8271"	"AT1G71015"	"GO:0003674"
"8272"	"AT1G71030"	"GO:0003677"
"8273"	"AT1G71030"	"GO:0003700"
"8274"	"AT1G71030"	"GO:0003700"
"8275"	"AT1G71040"	"GO:0005507"
"8276"	"AT1G71050"	"GO:0046872"
"8277"	"AT1G71070"	"GO:0008375"
"8278"	"AT1G71070"	"GO:0016757"
"8279"	"AT1G71090"	"GO:0009672"
"8280"	"AT1G71110"	"GO:0003674"
"8281"	"AT1G71120"	"GO:0016298"
"8282"	"AT1G71130"	"GO:0003677"
"8283"	"AT1G71130"	"GO:0003700"
"8284"	"AT1G71130"	"GO:0003700"
"8285"	"AT1G71130"	"GO:0005515"
"8286"	"AT1G71130"	"GO:0005515"
"8287"	"AT1G71130"	"GO:0005515"
"8288"	"AT1G71130"	"GO:0005515"
"8289"	"AT1G71130"	"GO:0005515"
"8290"	"AT1G71130"	"GO:0005515"
"8291"	"AT1G71130"	"GO:0005515"
"8292"	"AT1G71130"	"GO:0005515"
"8293"	"AT1G71130"	"GO:0005515"
"8294"	"AT1G71130"	"GO:0005515"
"8295"	"AT1G71130"	"GO:0005515"
"8296"	"AT1G71130"	"GO:0005515"
"8297"	"AT1G71130"	"GO:0005515"
"8298"	"AT1G71130"	"GO:0005515"
"8299"	"AT1G71140"	"GO:0005215"
"8300"	"AT1G71140"	"GO:0015297"
"8301"	"AT1G71150"	"GO:0003674"
"8302"	"AT1G71160"	"GO:0016746"
"8303"	"AT1G71170"	"GO:0004616"
"8304"	"AT1G71180"	"GO:0004616"
"8305"	"AT1G71200"	"GO:0003677"
"8306"	"AT1G71200"	"GO:0003700"
"8307"	"AT1G71200"	"GO:0003700"
"8308"	"AT1G71200"	"GO:0003700"
"8309"	"AT1G71220"	"GO:0003980"
"8310"	"AT1G71220"	"GO:0016757"
"8311"	"AT1G71220"	"GO:0016758"
"8312"	"AT1G71230"	"GO:0005515"
"8313"	"AT1G71230"	"GO:0005515"
"8314"	"AT1G71230"	"GO:0005515"
"8315"	"AT1G71235"	"GO:0003674"
"8316"	"AT1G71240"	"GO:0003674"
"8317"	"AT1G71260"	"GO:0003677"
"8318"	"AT1G71280"	"GO:0008026"
"8319"	"AT1G71280"	"GO:0008266"
"8320"	"AT1G71290"	"GO:0003674"
"8321"	"AT1G71300"	"GO:0003674"
"8322"	"AT1G71310"	"GO:0003690"
"8323"	"AT1G71310"	"GO:0003697"
"8324"	"AT1G71310"	"GO:0005515"
"8325"	"AT1G71310"	"GO:0050897"
"8326"	"AT1G71330"	"GO:0005215"
"8327"	"AT1G71330"	"GO:0005215"
"8328"	"AT1G71330"	"GO:0042626"
"8329"	"AT1G71330"	"GO:0042626"
"8330"	"AT1G71340"	"GO:0008889"
"8331"	"AT1G71350"	"GO:0003743"
"8332"	"AT1G71360"	"GO:0003674"
"8333"	"AT1G71370"	"GO:0008026"
"8334"	"AT1G71380"	"GO:0004553"
"8335"	"AT1G71410"	"GO:0016301"
"8336"	"AT1G71420"	"GO:0003674"
"8337"	"AT1G71430"	"GO:0003674"
"8338"	"AT1G71450"	"GO:0003677"
"8339"	"AT1G71450"	"GO:0003700"
"8340"	"AT1G71450"	"GO:0003700"
"8341"	"AT1G71460"	"GO:0003674"
"8342"	"AT1G71470"	"GO:0003674"
"8343"	"AT1G71480"	"GO:0008565"
"8344"	"AT1G71490"	"GO:0003674"
"8345"	"AT1G71520"	"GO:0003677"
"8346"	"AT1G71520"	"GO:0003700"
"8347"	"AT1G71520"	"GO:0003700"
"8348"	"AT1G71530"	"GO:0016301"
"8349"	"AT1G71680"	"GO:0015171"
"8350"	"AT1G71690"	"GO:0003674"
"8351"	"AT1G71692"	"GO:0003700"
"8352"	"AT1G71692"	"GO:0003700"
"8353"	"AT1G71692"	"GO:0003700"
"8354"	"AT1G71695"	"GO:0004601"
"8355"	"AT1G71697"	"GO:0004103"
"8356"	"AT1G71697"	"GO:0004103"
"8357"	"AT1G71710"	"GO:0004445"
"8358"	"AT1G71720"	"GO:0003723"
"8359"	"AT1G71730"	"GO:0003674"
"8360"	"AT1G71740"	"GO:0003674"
"8361"	"AT1G71750"	"GO:0000287"
"8362"	"AT1G71750"	"GO:0004422"
"8363"	"AT1G71750"	"GO:0016740"
"8364"	"AT1G71760"	"GO:0003674"
"8365"	"AT1G71770"	"GO:0003723"
"8366"	"AT1G71770"	"GO:0003743"
"8367"	"AT1G71770"	"GO:0008143"
"8368"	"AT1G71780"	"GO:0003674"
"8369"	"AT1G71800"	"GO:0003723"
"8370"	"AT1G71800"	"GO:0003729"
"8371"	"AT1G71800"	"GO:0005515"
"8372"	"AT1G71800"	"GO:0005515"
"8373"	"AT1G71830"	"GO:0004675"
"8374"	"AT1G71830"	"GO:0004675"
"8375"	"AT1G71830"	"GO:0004675"
"8376"	"AT1G71830"	"GO:0005515"
"8377"	"AT1G71830"	"GO:0005515"
"8378"	"AT1G71830"	"GO:0005515"
"8379"	"AT1G71830"	"GO:0005515"
"8380"	"AT1G71830"	"GO:0016301"
"8381"	"AT1G71830"	"GO:0033612"
"8382"	"AT1G71830"	"GO:0042802"
"8383"	"AT1G71830"	"GO:0042802"
"8384"	"AT1G71840"	"GO:0000166"
"8385"	"AT1G71860"	"GO:0004725"
"8386"	"AT1G71860"	"GO:0005515"
"8387"	"AT1G71860"	"GO:0033550"
"8388"	"AT1G71860"	"GO:0033550"
"8389"	"AT1G71865"	"GO:0003674"
"8390"	"AT1G71870"	"GO:0005215"
"8391"	"AT1G71870"	"GO:0015297"
"8392"	"AT1G71880"	"GO:0005351"
"8393"	"AT1G71880"	"GO:0008506"
"8394"	"AT1G71880"	"GO:0008506"
"8395"	"AT1G71880"	"GO:0015144"
"8396"	"AT1G71890"	"GO:0005351"
"8397"	"AT1G71890"	"GO:0008506"
"8398"	"AT1G71890"	"GO:0015144"
"8399"	"AT1G71890"	"GO:0015225"
"8400"	"AT1G71910"	"GO:0003674"
"8401"	"AT1G71920"	"GO:0004400"
"8402"	"AT1G71920"	"GO:0004400"
"8403"	"AT1G71930"	"GO:0003700"
"8404"	"AT1G71930"	"GO:0003700"
"8405"	"AT1G71940"	"GO:0003674"
"8406"	"AT1G71960"	"GO:0042626"
"8407"	"AT1G71960"	"GO:0042626"
"8408"	"AT1G71960"	"GO:0042626"
"8409"	"AT1G71960"	"GO:0042626"
"8410"	"AT1G71970"	"GO:0003674"
"8411"	"AT1G71980"	"GO:0008233"
"8412"	"AT1G71980"	"GO:0008270"
"8413"	"AT1G71990"	"GO:0008417"
"8414"	"AT1G71990"	"GO:0008417"
"8415"	"AT1G71990"	"GO:0008417"
"8416"	"AT1G71990"	"GO:0016757"
"8417"	"AT1G72000"	"GO:0004564"
"8418"	"AT1G72010"	"GO:0003700"
"8419"	"AT1G72010"	"GO:0003700"
"8420"	"AT1G72020"	"GO:0003674"
"8421"	"AT1G72030"	"GO:0008080"
"8422"	"AT1G72040"	"GO:0005524"
"8423"	"AT1G72040"	"GO:0005524"
"8424"	"AT1G72040"	"GO:0016773"
"8425"	"AT1G72040"	"GO:0019136"
"8426"	"AT1G72050"	"GO:0003676"
"8427"	"AT1G72050"	"GO:0003700"
"8428"	"AT1G72050"	"GO:0008097"
"8429"	"AT1G72050"	"GO:0008270"
"8430"	"AT1G72050"	"GO:0080084"
"8431"	"AT1G72080"	"GO:0003674"
"8432"	"AT1G72120"	"GO:0005215"
"8433"	"AT1G72120"	"GO:0005215"
"8434"	"AT1G72130"	"GO:0005215"
"8435"	"AT1G72130"	"GO:0005215"
"8436"	"AT1G72140"	"GO:0005215"
"8437"	"AT1G72140"	"GO:0005215"
"8438"	"AT1G72150"	"GO:0002020"
"8439"	"AT1G72150"	"GO:0005215"
"8440"	"AT1G72160"	"GO:0005215"
"8441"	"AT1G72170"	"GO:0003674"
"8442"	"AT1G72175"	"GO:0008270"
"8443"	"AT1G72180"	"GO:0004674"
"8444"	"AT1G72180"	"GO:0004674"
"8445"	"AT1G72180"	"GO:0005524"
"8446"	"AT1G72180"	"GO:0005524"
"8447"	"AT1G72180"	"GO:0016301"
"8448"	"AT1G72190"	"GO:0016491"
"8449"	"AT1G72200"	"GO:0008270"
"8450"	"AT1G72210"	"GO:0003677"
"8451"	"AT1G72210"	"GO:0003700"
"8452"	"AT1G72210"	"GO:0003700"
"8453"	"AT1G72220"	"GO:0008270"
"8454"	"AT1G72230"	"GO:0005507"
"8455"	"AT1G72240"	"GO:0003674"
"8456"	"AT1G72250"	"GO:0003777"
"8457"	"AT1G72290"	"GO:0004866"
"8458"	"AT1G72300"	"GO:0001653"
"8459"	"AT1G72300"	"GO:0004674"
"8460"	"AT1G72300"	"GO:0004674"
"8461"	"AT1G72300"	"GO:0004888"
"8462"	"AT1G72300"	"GO:0005524"
"8463"	"AT1G72300"	"GO:0005524"
"8464"	"AT1G72310"	"GO:0008270"
"8465"	"AT1G72320"	"GO:0003723"
"8466"	"AT1G72330"	"GO:0004021"
"8467"	"AT1G72330"	"GO:0005507"
"8468"	"AT1G72330"	"GO:0005524"
"8469"	"AT1G72330"	"GO:0005524"
"8470"	"AT1G72330"	"GO:0005524"
"8471"	"AT1G72330"	"GO:0005524"
"8472"	"AT1G72340"	"GO:0003743"
"8473"	"AT1G72340"	"GO:0003743"
"8474"	"AT1G72340"	"GO:0005085"
"8475"	"AT1G72340"	"GO:0005525"
"8476"	"AT1G72340"	"GO:0005525"
"8477"	"AT1G72350"	"GO:0003677"
"8478"	"AT1G72350"	"GO:0003700"
"8479"	"AT1G72350"	"GO:0003700"
"8480"	"AT1G72350"	"GO:0003700"
"8481"	"AT1G72360"	"GO:0003677"
"8482"	"AT1G72360"	"GO:0003700"
"8483"	"AT1G72360"	"GO:0003700"
"8484"	"AT1G72360"	"GO:0003700"
"8485"	"AT1G72370"	"GO:0003735"
"8486"	"AT1G72370"	"GO:0003735"
"8487"	"AT1G72410"	"GO:0003674"
"8488"	"AT1G72420"	"GO:0003674"
"8489"	"AT1G72430"	"GO:0003674"
"8490"	"AT1G72450"	"GO:0005515"
"8491"	"AT1G72450"	"GO:0005515"
"8492"	"AT1G72460"	"GO:0004674"
"8493"	"AT1G72460"	"GO:0004674"
"8494"	"AT1G72460"	"GO:0005524"
"8495"	"AT1G72460"	"GO:0005524"
"8496"	"AT1G72460"	"GO:0016301"
"8497"	"AT1G72480"	"GO:0003674"
"8498"	"AT1G72490"	"GO:0003674"
"8499"	"AT1G72510"	"GO:0003674"
"8500"	"AT1G72520"	"GO:0016165"
"8501"	"AT1G72520"	"GO:0016165"
"8502"	"AT1G72530"	"GO:0003674"
"8503"	"AT1G72540"	"GO:0016301"
"8504"	"AT1G72550"	"GO:0004826"
"8505"	"AT1G72560"	"GO:0000049"
"8506"	"AT1G72560"	"GO:0015932"
"8507"	"AT1G72570"	"GO:0003677"
"8508"	"AT1G72570"	"GO:0003700"
"8509"	"AT1G72570"	"GO:0003700"
"8510"	"AT1G72570"	"GO:0003700"
"8511"	"AT1G72570"	"GO:0003700"
"8512"	"AT1G72580"	"GO:0003674"
"8513"	"AT1G72590"	"GO:0003865"
"8514"	"AT1G72600"	"GO:0003674"
"8515"	"AT1G72620"	"GO:0016787"
"8516"	"AT1G72630"	"GO:0003674"
"8517"	"AT1G72645"	"GO:0003674"
"8518"	"AT1G72645"	"GO:0003674"
"8519"	"AT1G72650"	"GO:0003677"
"8520"	"AT1G72650"	"GO:0003700"
"8521"	"AT1G72660"	"GO:0005525"
"8522"	"AT1G72660"	"GO:0005525"
"8523"	"AT1G72670"	"GO:0005516"
"8524"	"AT1G72690"	"GO:0003674"
"8525"	"AT1G72700"	"GO:0015662"
"8526"	"AT1G72700"	"GO:0015662"
"8527"	"AT1G72710"	"GO:0016301"
"8528"	"AT1G72720"	"GO:0003674"
"8529"	"AT1G72730"	"GO:0008026"
"8530"	"AT1G72740"	"GO:0003700"
"8531"	"AT1G72750"	"GO:0015450"
"8532"	"AT1G72760"	"GO:0016301"
"8533"	"AT1G72770"	"GO:0004722"
"8534"	"AT1G72770"	"GO:0004722"
"8535"	"AT1G72770"	"GO:0005515"
"8536"	"AT1G72770"	"GO:0005515"
"8537"	"AT1G72770"	"GO:0005515"
"8538"	"AT1G72770"	"GO:0005515"
"8539"	"AT1G72770"	"GO:0005515"
"8540"	"AT1G72770"	"GO:0005515"
"8541"	"AT1G72770"	"GO:0005515"
"8542"	"AT1G72770"	"GO:0005515"
"8543"	"AT1G72770"	"GO:0005515"
"8544"	"AT1G72770"	"GO:0005515"
"8545"	"AT1G72790"	"GO:0003674"
"8546"	"AT1G72810"	"GO:0004795"
"8547"	"AT1G72830"	"GO:0003700"
"8548"	"AT1G72830"	"GO:0003700"
"8549"	"AT1G72830"	"GO:0003700"
"8550"	"AT1G72880"	"GO:0003993"
"8551"	"AT1G72960"	"GO:0000166"
"8552"	"AT1G72970"	"GO:0016832"
"8553"	"AT1G72970"	"GO:0046593"
"8554"	"AT1G72970"	"GO:0050660"
"8555"	"AT1G72970"	"GO:0050660"
"8556"	"AT1G72990"	"GO:0004565"
"8557"	"AT1G73000"	"GO:0005515"
"8558"	"AT1G73000"	"GO:0005515"
"8559"	"AT1G73000"	"GO:0005515"
"8560"	"AT1G73000"	"GO:0005515"
"8561"	"AT1G73000"	"GO:0005515"
"8562"	"AT1G73000"	"GO:0005515"
"8563"	"AT1G73000"	"GO:0005515"
"8564"	"AT1G73010"	"GO:0004427"
"8565"	"AT1G73010"	"GO:0016462"
"8566"	"AT1G73060"	"GO:0003674"
"8567"	"AT1G73080"	"GO:0001653"
"8568"	"AT1G73080"	"GO:0004383"
"8569"	"AT1G73080"	"GO:0004674"
"8570"	"AT1G73080"	"GO:0004674"
"8571"	"AT1G73080"	"GO:0005515"
"8572"	"AT1G73080"	"GO:0005515"
"8573"	"AT1G73080"	"GO:0005524"
"8574"	"AT1G73080"	"GO:0005524"
"8575"	"AT1G73080"	"GO:0016301"
"8576"	"AT1G73090"	"GO:0003674"
"8577"	"AT1G73100"	"GO:0042054"
"8578"	"AT1G73110"	"GO:0016887"
"8579"	"AT1G73120"	"GO:0003674"
"8580"	"AT1G73130"	"GO:0003674"
"8581"	"AT1G73150"	"GO:0003677"
"8582"	"AT1G73150"	"GO:0005515"
"8583"	"AT1G73150"	"GO:0042393"
"8584"	"AT1G73160"	"GO:0016757"
"8585"	"AT1G73160"	"GO:0016757"
"8586"	"AT1G73165"	"GO:0005102"
"8587"	"AT1G73165"	"GO:0033612"
"8588"	"AT1G73165"	"GO:0033612"
"8589"	"AT1G73177"	"GO:0003674"
"8590"	"AT1G73190"	"GO:0015250"
"8591"	"AT1G73200"	"GO:0035091"
"8592"	"AT1G73210"	"GO:0003674"
"8593"	"AT1G73220"	"GO:0005215"
"8594"	"AT1G73220"	"GO:0015144"
"8595"	"AT1G73220"	"GO:0015226"
"8596"	"AT1G73230"	"GO:0003674"
"8597"	"AT1G73240"	"GO:0003674"
"8598"	"AT1G73250"	"GO:0050577"
"8599"	"AT1G73260"	"GO:0004866"
"8600"	"AT1G73260"	"GO:0004866"
"8601"	"AT1G73270"	"GO:0004185"
"8602"	"AT1G73280"	"GO:0004185"
"8603"	"AT1G73290"	"GO:0004185"
"8604"	"AT1G73300"	"GO:0004185"
"8605"	"AT1G73310"	"GO:0004185"
"8606"	"AT1G73325"	"GO:0004866"
"8607"	"AT1G73330"	"GO:0030414"
"8608"	"AT1G73340"	"GO:0019825"
"8609"	"AT1G73350"	"GO:0003674"
"8610"	"AT1G73360"	"GO:0003677"
"8611"	"AT1G73360"	"GO:0003700"
"8612"	"AT1G73360"	"GO:0003700"
"8613"	"AT1G73360"	"GO:0005515"
"8614"	"AT1G73370"	"GO:0008194"
"8615"	"AT1G73370"	"GO:0016157"
"8616"	"AT1G73370"	"GO:0016157"
"8617"	"AT1G73380"	"GO:0003674"
"8618"	"AT1G73390"	"GO:0003674"
"8619"	"AT1G73400"	"GO:0003674"
"8620"	"AT1G73410"	"GO:0003677"
"8621"	"AT1G73410"	"GO:0003677"
"8622"	"AT1G73410"	"GO:0003677"
"8623"	"AT1G73410"	"GO:0003700"
"8624"	"AT1G73410"	"GO:0003700"
"8625"	"AT1G73450"	"GO:0016301"
"8626"	"AT1G73460"	"GO:0016301"
"8627"	"AT1G73470"	"GO:0003674"
"8628"	"AT1G73480"	"GO:0016787"
"8629"	"AT1G73490"	"GO:0003723"
"8630"	"AT1G73500"	"GO:0004674"
"8631"	"AT1G73500"	"GO:0004674"
"8632"	"AT1G73500"	"GO:0004708"
"8633"	"AT1G73500"	"GO:0004708"
"8634"	"AT1G73500"	"GO:0004708"
"8635"	"AT1G73500"	"GO:0004708"
"8636"	"AT1G73500"	"GO:0005515"
"8637"	"AT1G73500"	"GO:0005515"
"8638"	"AT1G73500"	"GO:0005515"
"8639"	"AT1G73500"	"GO:0016301"
"8640"	"AT1G73500"	"GO:0030295"
"8641"	"AT1G73510"	"GO:0003674"
"8642"	"AT1G73530"	"GO:0003723"
"8643"	"AT1G73540"	"GO:0016787"
"8644"	"AT1G73550"	"GO:0008289"
"8645"	"AT1G73560"	"GO:0008289"
"8646"	"AT1G73580"	"GO:0003674"
"8647"	"AT1G73590"	"GO:0005215"
"8648"	"AT1G73590"	"GO:0005215"
"8649"	"AT1G73590"	"GO:0005515"
"8650"	"AT1G73600"	"GO:0000234"
"8651"	"AT1G73630"	"GO:0005509"
"8652"	"AT1G73640"	"GO:0005525"
"8653"	"AT1G73640"	"GO:0005525"
"8654"	"AT1G73655"	"GO:0003755"
"8655"	"AT1G73655"	"GO:0003755"
"8656"	"AT1G73655"	"GO:0005528"
"8657"	"AT1G73655"	"GO:0005528"
"8658"	"AT1G73660"	"GO:0004709"
"8659"	"AT1G73660"	"GO:0004709"
"8660"	"AT1G73660"	"GO:0004712"
"8661"	"AT1G73660"	"GO:0004712"
"8662"	"AT1G73660"	"GO:0016301"
"8663"	"AT1G73670"	"GO:0004707"
"8664"	"AT1G73670"	"GO:0004707"
"8665"	"AT1G73670"	"GO:0004707"
"8666"	"AT1G73670"	"GO:0004707"
"8667"	"AT1G73670"	"GO:0016301"
"8668"	"AT1G73680"	"GO:0016702"
"8669"	"AT1G73680"	"GO:0051213"
"8670"	"AT1G73690"	"GO:0005515"
"8671"	"AT1G73690"	"GO:0016301"
"8672"	"AT1G73700"	"GO:0005215"
"8673"	"AT1G73700"	"GO:0015297"
"8674"	"AT1G73710"	"GO:0003674"
"8675"	"AT1G73720"	"GO:0000166"
"8676"	"AT1G73730"	"GO:0003677"
"8677"	"AT1G73730"	"GO:0003700"
"8678"	"AT1G73730"	"GO:0003700"
"8679"	"AT1G73740"	"GO:0016757"
"8680"	"AT1G73740"	"GO:0016757"
"8681"	"AT1G73760"	"GO:0008270"
"8682"	"AT1G73770"	"GO:0003674"
"8683"	"AT1G73780"	"GO:0008289"
"8684"	"AT1G73790"	"GO:0005515"
"8685"	"AT1G73805"	"GO:0003700"
"8686"	"AT1G73805"	"GO:0005516"
"8687"	"AT1G73805"	"GO:0043565"
"8688"	"AT1G73810"	"GO:0016757"
"8689"	"AT1G73830"	"GO:0003677"
"8690"	"AT1G73830"	"GO:0003700"
"8691"	"AT1G73830"	"GO:0003700"
"8692"	"AT1G73830"	"GO:0005515"
"8693"	"AT1G73840"	"GO:0003674"
"8694"	"AT1G73860"	"GO:0003777"
"8695"	"AT1G73870"	"GO:0003700"
"8696"	"AT1G73870"	"GO:0008270"
"8697"	"AT1G73880"	"GO:0008194"
"8698"	"AT1G73880"	"GO:0016757"
"8699"	"AT1G73880"	"GO:0016758"
"8700"	"AT1G73880"	"GO:0035251"
"8701"	"AT1G73880"	"GO:0080043"
"8702"	"AT1G73880"	"GO:0080044"
"8703"	"AT1G73880"	"GO:0080046"
"8704"	"AT1G73885"	"GO:0003674"
"8705"	"AT1G73890"	"GO:0008289"
"8706"	"AT1G73910"	"GO:0005200"
"8707"	"AT1G73920"	"GO:0016298"
"8708"	"AT1G73940"	"GO:0003674"
"8709"	"AT1G73950"	"GO:0008270"
"8710"	"AT1G73965"	"GO:0005102"
"8711"	"AT1G73970"	"GO:0003674"
"8712"	"AT1G73980"	"GO:0005524"
"8713"	"AT1G73980"	"GO:0005524"
"8714"	"AT1G73980"	"GO:0016301"
"8715"	"AT1G73990"	"GO:0004252"
"8716"	"AT1G74000"	"GO:0016844"
"8717"	"AT1G74030"	"GO:0004634"
"8718"	"AT1G74030"	"GO:0004634"
"8719"	"AT1G74040"	"GO:0003852"
"8720"	"AT1G74040"	"GO:0003852"
"8721"	"AT1G74040"	"GO:0003852"
"8722"	"AT1G74045"	"GO:0003674"
"8723"	"AT1G74050"	"GO:0003735"
"8724"	"AT1G74055"	"GO:0003674"
"8725"	"AT1G74060"	"GO:0003735"
"8726"	"AT1G74070"	"GO:0003755"
"8727"	"AT1G74080"	"GO:0003677"
"8728"	"AT1G74080"	"GO:0003700"
"8729"	"AT1G74080"	"GO:0003700"
"8730"	"AT1G74090"	"GO:0008146"
"8731"	"AT1G74090"	"GO:0047364"
"8732"	"AT1G74090"	"GO:0080066"
"8733"	"AT1G74090"	"GO:0080067"
"8734"	"AT1G74090"	"GO:0080068"
"8735"	"AT1G74090"	"GO:0080069"
"8736"	"AT1G74090"	"GO:0080070"
"8737"	"AT1G74090"	"GO:0080071"
"8738"	"AT1G74100"	"GO:0008146"
"8739"	"AT1G74100"	"GO:0047364"
"8740"	"AT1G74110"	"GO:0019825"
"8741"	"AT1G74160"	"GO:0003674"
"8742"	"AT1G74210"	"GO:0008889"
"8743"	"AT1G74220"	"GO:0003674"
"8744"	"AT1G74230"	"GO:0003723"
"8745"	"AT1G74230"	"GO:0003723"
"8746"	"AT1G74230"	"GO:0005507"
"8747"	"AT1G74230"	"GO:0005524"
"8748"	"AT1G74230"	"GO:0005524"
"8749"	"AT1G74260"	"GO:0003824"
"8750"	"AT1G74260"	"GO:0004642"
"8751"	"AT1G74260"	"GO:0005524"
"8752"	"AT1G74260"	"GO:0005524"
"8753"	"AT1G74270"	"GO:0003735"
"8754"	"AT1G74280"	"GO:0016787"
"8755"	"AT1G74290"	"GO:0003824"
"8756"	"AT1G74300"	"GO:0003824"
"8757"	"AT1G74310"	"GO:0005515"
"8758"	"AT1G74310"	"GO:0005524"
"8759"	"AT1G74310"	"GO:0005524"
"8760"	"AT1G74310"	"GO:0016887"
"8761"	"AT1G74320"	"GO:0004103"
"8762"	"AT1G74320"	"GO:0004103"
"8763"	"AT1G74330"	"GO:0004672"
"8764"	"AT1G74330"	"GO:0004672"
"8765"	"AT1G74330"	"GO:0005524"
"8766"	"AT1G74330"	"GO:0005524"
"8767"	"AT1G74340"	"GO:0004582"
"8768"	"AT1G74350"	"GO:0003723"
"8769"	"AT1G74350"	"GO:0003964"
"8770"	"AT1G74360"	"GO:0004674"
